id,name,cost,type,resolve,speed,damage,toughness,life,shorttext,longtext,flavortext,card_image,common,uncommon,rare,action,event,continuous,item,bast,igrath,lilith,vi,ravat,scuttler,tendril,wisp,scinter,tinsel,show_resolve,show_speed,show_tough,show_life,border_normal
Savage Punch_2,"Savage Punch",2,"Event","+0",0,0,0,0,"A Troika hero deals its damage to a nearby character.","Characters in the same lane are considered nearby.","",,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,tru
Bushwack Squad_1,"Bushwack Squad",1,"Follower","+0",1,1,1,0,"Uncontested- +2/+1.","If your opponent controls no nearby characters, this character gets +2/+1.","Our chief weapon is surprise!  Surprise and guns, guns and surprise... Our two weapons are guns and surprise... And ruthless sarcasm!  Our three weapons are...",,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Bushwack Squad_2,"Bushwack Squad",1,"Follower","+0",1,1,1,0,"Uncontested- +2/+1.","If your opponent controls no nearby characters, this character gets +2/+1.","Our chief weapon is surprise!  Surprise and guns, guns and surprise... Our two weapons are guns and surprise... And ruthless sarcasm!  Our three weapons are...",,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Bushwack Squad_3,"Bushwack Squad",1,"Follower","+0",1,1,1,0,"Uncontested- +2/+1.","If your opponent controls no nearby characters, this character gets +2/+1.","Our chief weapon is surprise!  Surprise and guns, guns and surprise... Our two weapons are guns and surprise... And ruthless sarcasm!  Our three weapons are...",,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Drastic Measures_1,"Drastic Measures",1,"Event","+0",0,0,0,0,"Discard a non-leader card from a lane, its controller draws 1.","Deck heroes count as non-leader cards.","",,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
Drastic Measures_2,"Drastic Measures",1,"Event","+0",0,0,0,0,"Discard a non-leader card from a lane, its controller draws 1.","Deck heroes count as non-leader cards.","",,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
Drastic Measures_3,"Drastic Measures",1,"Event","+0",0,0,0,0,"Discard a non-leader card from a lane, its controller draws 1.","Deck heroes count as non-leader cards.","",,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
High Ground_1,"High Ground",3,"Event- Continuous","+0",0,0,0,0,"Uncontested- characters can't deploy or redeploy to this lane.","If your opponent controls nearby characters, this card does nothing.Characters are nearby if they're in the same lane as this card.","",,false,false,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
High Ground_2,"High Ground",3,"Event- Continuous","+0",0,0,0,0,"Uncontested- characters can't deploy or redeploy to this lane.","If your opponent controls nearby characters, this card does nothing.Characters are nearby if they're in the same lane as this card.","",,false,false,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
Loyal Trooper_1,"Loyal Trooper",2,"Follower","+0",1,1,3,0,"Uncontested- +2/+0.","If your opponent controls no nearby characters, this character gets +2/+0.","",,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Loyal Trooper_2,"Loyal Trooper",2,"Follower","+0",1,1,3,0,"Uncontested- +2/+0.","If your opponent controls no nearby characters, this character gets +2/+0.","",,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Loyal Trooper_3,"Loyal Trooper",2,"Follower","+0",1,1,3,0,"Uncontested- +2/+0.","If your opponent controls no nearby characters, this character gets +2/+0.","",,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Overlooked Advantage_1,"Overlooked Advantage",1,"Event","+0",0,0,0,0,"Move a character.Draw 1.","Move means to put that character in another zone, this does not count as a redeployment.","",,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
Overlooked Advantage_2,"Overlooked Advantage",1,"Event","+0",0,0,0,0,"Move a character.Draw 1.","Move means to put that character in another zone, this does not count as a redeployment.","",,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
Overwhelming Odds_1,"Overwhelming Odds",4,"Event","+0",0,0,0,0,"Characters in uncontested lanes gain +1 speed this turn.","Lanes are uncontested if your opponent controls no characters in them.","",,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
Troika Tactician_1,"Troika Tactician",1,"Follower","+0",1,1,2,0,"Uncontested- nearby followers get +1/+1.","If your opponent controls no nearby characters, your nearby followers get +1/+1.","",,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Troika Tactician_2,"Troika Tactician",1,"Follower","+0",1,1,2,0,"Uncontested- nearby followers get +1/+1.","If your opponent controls no nearby characters, your nearby followers get +1/+1.","",,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Springtrigger Vanguard_1,"Springtrigger Vanguard",3,"Follower","+0",1,2,3,0,"Uncontested- +2/+1.","If your opponent controls no nearby characters, this character gets +2/+1.","",,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Springtrigger Vanguard_2,"Springtrigger Vanguard",3,"Follower","+0",1,2,3,0,"Uncontested- +2/+1.","If your opponent controls no nearby characters, this character gets +2/+1.","",,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Ruskol District Striker_1,"Ruskol District Striker",3,"Follower","+0",1,3,3,0,"Ambush.","You may play this character at any time, even during your opponent's turn.","Please, don’t call it a trap.  We prefer the term ‘understated assault.’",,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true
Ruskol District Striker_2,"Ruskol District Striker",3,"Follower","+0",1,3,3,0,"Ambush.","You may play this character at any time, even during your opponent's turn.","Please, don’t call it a trap.  We prefer the term ‘understated assault.’",,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,tru
Calah's Trusted_1,"Calah's Trusted",4,"Follower","+0",1,2,4,0,"Guard, Stealth, Deadly.","This character can intercept even when attacked, can only be attacked by nearby characters, and always deals lethal damage.","",,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true
Calah's Trusted_2,"Calah's Trusted",4,"Follower","+0",1,2,4,0,"Guard, Stealth, Deadly.","This character can intercept even when attacked, can only be attacked by nearby characters, and always deals lethal damage.","",,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true
Devotion_1,"Devotion",1,"Event- Continuous","+0",0,0,0,0,"When a Troika character intercepts, they get +1 speed this turn.","Speed is spent to attack, intercept, or redeploy","",,false,false,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
Devotion_2,"Devotion",1,"Event- Continuous","+0",0,0,0,0,"When a Troika character intercepts, they get +1 speed this turn.","Speed is spent to attack, intercept, or redeploy","",,false,false,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
Distraction_1,"Distraction",1,"Action","+0",0,0,0,0,"Remove a character from a skirmish.It can't be attacked this turn.","That character takes and deals no damage this skirmish.","",,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
Distraction_2,"Distraction",1,"Action","+0",0,0,0,0,"Remove a character from a skirmish.It can't be attacked this turn.","That character takes and deals no damage this skirmish.","",,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
Distraction_3,"Distraction",1,"Action","+0",0,0,0,0,"Remove a character from a skirmish.It can't be attacked this turn.","That character takes and deals no damage this skirmish.","",,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
Never Unprepared_1,"Never Unprepared",2,"Event","+0",0,0,0,0,"Draw 3.","","",,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false
Peek_1,"Peek",1,"Event","+0",0,0,0,0,"Prevent 2 damage that would be dealt this turn.","","",,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true
Peek_2,"Peek",1,"Event","+0",0,0,0,0,"Prevent 2 damage that would be dealt this turn.","","",,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true
Peek_3,"Peek",1,"Event","+0",0,0,0,0,"Prevent 2 damage that would be dealt this turn.","","",,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true
Quick Thinking_1,"Quick Thinking",1,"Event","+0",0,0,0,0,"Draw 1, then Replace 2.","You may discard 1 and draw 1, up to 2 times.","",,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true
Quick Thinking_2,"Quick Thinking",1,"Event","+0",0,0,0,0,"Draw 1, then Replace 2.","You may discard 1 and draw 1, up to 2 times.","",,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true
Sabbaton Elite_1,"Sabbaton Elite",3,"Follower","+0",1,3,4,0,"Guard.","This character can intercept even when attacked.","",,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true
Sabbaton Elite_2,"Sabbaton Elite",3,"Follower","+0",1,3,4,0,"Guard.","This character can intercept even when attacked.","",,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true
Sabbaton Elite_3,"Sabbaton Elite",3,"Follower","+0",1,3,4,0,"Guard.","This character can intercept even when attacked.","",,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true
Tower Guard_1,"Tower Guard",2,"Follower","+0",1,1,5,0,"Short range.Guard.","This character can't flank or reinforce.This character can intercept even when attacked.","",,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true
Tower Guard_2,"Tower Guard",2,"Follower","+0",1,1,5,0,"Short range.Guard.","This character can't flank or reinforce.This character can intercept even when attacked.","",,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true
Tower Guard_3,"Tower Guard",2,"Follower","+0",1,1,5,0,"Short range.Guard.","This character can't flank or reinforce.This character can intercept even when attacked.","",,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true
Unstable Lifeflow_1,"Unstable Lifeflow",3,"Event - Leader","+0",0,0,0,0,"Lilith swaps life with a nearby hero.","Both heroes gain or lose life equal to the difference in their life totals.","",,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,fals
Decaying Ground_1,"Decaying Ground",2,"Event - Continuous Leader","+0",0,0,0,0,"Start- Deal 1 to all nearby, non-Ravat characters.Nearby characters gain short range.","","",,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Decaying Ground_2,"Decaying Ground",2,"Event - Continuous Leader","+0",0,0,0,0,"Start- Deal 1 to all nearby, non-Ravat characters.Nearby characters gain short range.","","",,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Decaying Ground_3,"Decaying Ground",2,"Event - Continuous Leader","+0",0,0,0,0,"Start- Deal 1 to all nearby, non-Ravat characters.Nearby characters gain short range.","","",,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Finish the Job_1,"Finish the Job",1,"Action - Leader","+0",0,0,0,0,"Discard a damaged, non-leader character from play.","A damaged character is one that has been dealt damage this turn.","",,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Finish the Job_2,"Finish the Job",1,"Action - Leader","+0",0,0,0,0,"Discard a damaged, non-leader character from play.","A damaged character is one that has been dealt damage this turn.","",,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Finish the Job_3,"Finish the Job",1,"Action - Leader","+0",0,0,0,0,"Discard a damaged, non-leader character from play.","A damaged character is one that has been dealt damage this turn.","",,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Gruesome Display_1,"Gruesome Display",2,"Event - Leader","+0",0,0,0,0,"Discard one of your heroes from a lane, if you do, take an extra turn after this one.","","",,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
Hunt_1,"Hunt",2,"Event - Leader","+0",0,0,0,0,"Choose a character. When Ravat damages that character this turn, he gains +1 speed and +1 damage this turn.","","",,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Hunt_2,"Hunt",2,"Event - Leader","+0",0,0,0,0,"Choose a character. When Ravat damages that character this turn, he gains +1 speed and +1 damage this turn.","","",,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Lacerate_1,"Lacerate",2,"Event","+0",0,0,0,0,"Deal 4.","","",,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Lacerate_2,"Lacerate",2,"Event","+0",0,0,0,0,"Deal 4.","","",,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Lacerate_3,"Lacerate",2,"Event","+0",0,0,0,0,"Deal 4.","","",,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Lay Waste_1,"Lay Waste",5,"Event - Continuous","+0",0,0,0,0,"Start- Discard all nearby non-Ravat cards.Nothing can enter this lane.","Non-Ravat means all cards except the Ravat leader card.","",,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false
Mokoi_1,"Mokoi",3,"Follower","+0",1,4,5,0,"Short range.","","",,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true
Mokoi_2,"Mokoi",3,"Follower","+0",1,4,5,0,"Short range.","","",,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true
No Escape_1,"No Escape",2,"Action - Leader","+0",0,0,0,0,"A nearby character gets (-1) this turn.If it's your turn, move Ravat.","","",,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
No Escape_2,"No Escape",2,"Action - Leader","+0",0,0,0,0,"A nearby character gets (-1) this turn.If it's your turn, move Ravat.","","",,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
No Escape_3,"No Escape",2,"Action - Leader","+0",0,0,0,0,"A nearby character gets (-1) this turn.If it's your turn, move Ravat.","","",,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Terrify_1,"Terrify",2,"Action - Leader","+0",0,0,0,0,"Nearby characters get -2 speed this turn.","","",,false,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true
Terrify_2,"Terrify",2,"Action - Leader","+0",0,0,0,0,"Nearby characters get -2 speed this turn.","","",,false,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,tru
Big Ninja_1,"Big Ninja",3,"Follower","+0",1,3,3,0,"Ambush.Stealth.","This character can be played at any time, and can only be engaged by nearby characters. ","",,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true
Big Ninja_2,"Big Ninja",3,"Follower","+0",1,3,3,0,"Ambush.Stealth.","This character can be played at any time, and can only be engaged by nearby characters. ","",,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true
Smokescreen_1,"Smokescreen",3,"Event","+0",0,0,0,0,"You decide how characters intercept this turn.","You may choose to have all or none of your opponent's characters  intercept as you choose.","",,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Nainso_1,"Nainso",1,"Follower","+0",1,2,2,0,"Stealth","This character can only be engaged by nearby characters.","",,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true
Nainso_2,"Nainso",1,"Follower","+0",1,2,2,0,"Stealth","This character can only be engaged by nearby characters.","",,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true
Nainso_3,"Nainso",1,"Follower","+0",1,2,2,0,"Stealth","This character can only be engaged by nearby characters.","",,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true
Indigo_1,"Indigo",1,"Follower","+0",2,2,3,0,"Short range.","This character can't attack or flank.(+1) represents +1 speed.","",,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true
Indigo_2,"Indigo",1,"Follower","+0",2,2,3,0,"Short range.","This character can't attack or flank.(+1) represents +1 speed.","",,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true
Indigo_3,"Indigo",1,"Follower","+0",2,2,3,0,"Short range.","This character can't attack or flank.(+1) represents +1 speed.","",,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true
Rube Goldberg Trap_1,"Rube Goldberg Trap",2,"Action - Leader","+0",0,0,0,0,"Reveal the top 4 cards of your deck, you may play any traps from among them without paying their costs.Shuffle your deck.Trap- Reveal the top 8 cards instead.","You do not need to pay any costs for free cards.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true
Rube Goldberg Trap_2,"Rube Goldberg Trap",2,"Action - Leader","+0",0,0,0,0,"Reveal the top 4 cards of your deck, you may play any traps from among them without paying their costs.Shuffle your deck.Trap- Reveal the top 8 cards instead.","You do not need to pay any costs for free cards.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true
Smoke Trap_1,"Smoke Trap",1,"Action","+0",0,0,0,0,"A character gets (-2) this turn. Trap- Nearby characters also get (-2) this turn.","If you play this on a character that just entered a lane, the Trap ability triggers.Characters with (0) or less can't attack, intercept, or redeploy.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Smoke Trap_2,"Smoke Trap",1,"Action","+0",0,0,0,0,"A character gets (-2) this turn. Trap- Nearby characters also get (-2) this turn.","If you play this on a character that just entered a lane, the Trap ability triggers.Characters with (0) or less can't attack, intercept, or redeploy.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Tele-warp Trap_1,"Tele-warp Trap",1,"Action","+0",0,0,0,0,"A character gets +2/+2 this turn.Trap- That character also gets (+1) this turn.","If you play this on a character that just entered a lane, the Trap ability triggers.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Tele-warp Trap_2,"Tele-warp Trap",1,"Action","+0",0,0,0,0,"A character gets +2/+2 this turn.Trap- That character also gets (+1) this turn.","If you play this on a character that just entered a lane, the Trap ability triggers.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Tripwire Trap_1,"Tripwire Trap",1,"Action","+0",0,0,0,0,"Deal 2.Trap- Deal 4 instead.","If you play this on a character that just entered a lane, the Trap ability triggers.","",,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Tripwire Trap_2,"Tripwire Trap",1,"Action","+0",0,0,0,0,"Deal 2.Trap- Deal 4 instead.","If you play this on a character that just entered a lane, the Trap ability triggers.","",,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Tripwire Trap_3,"Tripwire Trap",1,"Action","+0",0,0,0,0,"Deal 2.Trap- Deal 4 instead.","If you play this on a character that just entered a lane, the Trap ability triggers.","",,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Warp Trap_1,"Warp Trap",2,"Action","+0",0,0,0,0,"Return a follower to it's owner's hand.Trap- Move a Troika character.","If you play this on a character that just entered a lane, the Trap ability triggers.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false
Warp Trap_2,"Warp Trap",2,"Action","+0",0,0,0,0,"Return a follower to it's owner's hand.Trap- Move a Troika character.","If you play this on a character that just entered a lane, the Trap ability triggers.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,fals
Dust Hulk_1,"Dust Hulk",4,"Follower - Sandman","+0",1,3,2,0,"Deploy- You may Scrap X cards to disacard a follower with cost X or less from a lane.Stitch 4.","You may pay 4 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+3/+2).","",,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Dust Hulk_2,"Dust Hulk",4,"Follower - Sandman","+0",1,3,2,0,"Deploy- You may Scrap X cards to disacard a follower with cost X or less from a lane.Stitch 4.","You may pay 4 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+3/+2).","",,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Dust Lacky_1,"Dust Lacky",2,"Follower - Sandman","+0",1,2,2,0,"When another sandman is discarded from a lane, Scuttler gains 1 resolve.Stitch 4.","You may pay 4 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+2/+2).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Dust Lacky_2,"Dust Lacky",2,"Follower - Sandman","+0",1,2,2,0,"When another sandman is discarded from a lane, Scuttler gains 1 resolve.Stitch 4.","You may pay 4 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+2/+2).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Dust Lacky_3,"Dust Lacky",2,"Follower - Sandman","+0",1,2,2,0,"When another sandman is discarded from a lane, Scuttler gains 1 resolve.Stitch 4.","You may pay 4 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+2/+2).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Expendable Flunky_1,"Expendable Flunky",1,"Follower - Sandman","+0",1,1,1,0,"Deploy- Replace 2.Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+1/+1).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Expendable Flunky_2,"Expendable Flunky",1,"Follower - Sandman","+0",1,1,1,0,"Deploy- Replace 2.Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+1/+1).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
